일시,기온,강수량(mm),습도,적설(cm),전운량(10분위),일조(hr),일사량,태양광 설비용량(MW),태양광 발전량(MWh),연도
2020-01-03 01:00:00,8.4,0.0,67.0,0.0,8,0.0,0.0,263.225,0.0,2020
2020-01-03 02:00:00,8.2,0.0,66.0,0.0,9,0.0,0.0,263.225,0.0,2020
2020-01-03 03:00:00,7.8,0.0,68.0,0.0,9,0.0,0.0,263.225,0.0,2020
2020-01-03 04:00:00,8.5,0.0,68.0,0.0,9,0.0,0.0,263.225,0.0,2020
2020-01-03 05:00:00,8.7,0.0,67.0,0.0,9,0.0,0.0,263.225,0.0,2020
2020-01-03 06:00:00,8.3,0.0,69.0,0.0,9,0.0,0.0,263.225,0.0,2020
2020-01-03 07:00:00,8.4,0.0,70.0,0.0,9,0.0,0.0,263.225,0.39,2020
2020-01-03 08:00:00,8.7,0.0,69.0,0.0,9,0.0,0.0,263.225,16.2,2020
2020-01-03 09:00:00,9.4,0.0,67.0,0.0,9,0.0,0.08,263.225,30.46,2020
2020-01-03 10:00:00,9.9,0.0,68.0,0.0,9,0.0,0.27,263.225,57.44,2020
2020-01-03 11:00:00,10.7,0.0,67.0,0.0,5,0.2,0.74,263.225,80.82,2020
2020-01-03 12:00:00,11.1,0.0,63.0,0.0,8,0.3,1.08,263.225,86.1,2020
2020-01-03 13:00:00,10.4,0.0,62.0,0.0,10,0.0,0.82,263.225,84.41,2020
2020-01-03 14:00:00,10.6,0.0,63.0,0.0,8,0.0,0.9,263.225,86.91,2020
2020-01-03 15:00:00,10.0,0.0,67.0,0.0,8,0.0,0.59,263.225,52.41,2020
2020-01-03 16:00:00,9.8,0.0,66.0,0.0,9,0.0,0.29,263.225,18.31,2020
2020-01-03 17:00:00,9.4,0.0,66.0,0.0,7,0.0,0.17,263.225,5.79,2020
2020-01-03 18:00:00,9.0,0.0,65.0,0.0,4,0.0,0.02,263.225,3.09,2020
2020-01-03 19:00:00,8.9,0.0,63.0,0.0,5,0.0,0.0,263.225,1.26,2020
2020-01-03 20:00:00,8.8,0.0,67.0,0.0,7,0.0,0.0,263.225,0.95,2020
2020-01-03 21:00:00,8.0,0.0,64.0,0.0,3,0.0,0.0,263.225,0.11,2020
2020-01-03 22:00:00,7.8,0.0,69.0,0.0,1,0.0,0.0,263.225,0.07,2020
2020-01-03 23:00:00,7.4,0.0,70.0,0.0,0,0.0,0.0,263.225,0.03,2020
2020-01-04 00:00:00,6.4,0.0,72.0,0.0,1,0.0,0.0,263.225,0.0,2020
2020-01-04 01:00:00,5.8,0.0,74.0,0.0,0,0.0,0.0,263.225,0.0,2020
2020-01-04 02:00:00,5.5,0.0,74.0,0.0,5,0.0,0.0,263.225,0.0,2020
2020-01-04 03:00:00,5.4,0.0,74.0,0.0,2,0.0,0.0,263.225,0.0,2020
2020-01-04 04:00:00,5.2,0.0,75.0,0.0,2,0.0,0.0,263.225,0.0,2020
2020-01-04 05:00:00,5.1,0.0,75.0,0.0,2,0.0,0.0,263.225,0.0,2020
2020-01-04 06:00:00,5.4,0.0,75.0,0.0,1,0.0,0.0,263.225,0.0,2020
2020-01-04 07:00:00,5.8,0.0,74.0,0.0,2,0.0,0.0,263.225,0.58,2020
2020-01-04 08:00:00,5.9,0.0,73.0,0.0,6,0.0,0.01,263.225,21.08,2020
2020-01-04 09:00:00,6.7,0.0,70.0,0.0,4,0.1,0.18,263.225,80.77,2020
2020-01-04 10:00:00,8.9,0.0,64.0,0.0,6,0.6,0.75,263.225,122.61,2020
2020-01-04 11:00:00,10.1,0.0,62.0,0.0,5,0.3,0.92,263.225,150.94,2020
2020-01-04 12:00:00,10.2,0.0,60.0,0.0,4,0.6,1.44,263.225,175.35,2020
2020-01-04 13:00:00,10.7,0.0,59.0,0.0,1,1.0,2.03,263.225,175.63,2020
2020-01-04 14:00:00,11.3,0.0,57.0,0.0,1,1.0,1.84,263.225,150.31,2020
2020-01-04 15:00:00,10.8,0.0,56.0,0.0,3,0.8,1.38,263.225,102.53,2020
2020-01-04 16:00:00,10.4,0.0,58.0,0.0,2,0.9,1.05,263.225,35.21,2020
2020-01-04 17:00:00,9.6,0.0,59.0,0.0,2,0.8,0.46,263.225,6.86,2020
2020-01-04 18:00:00,9.2,0.0,62.0,0.0,1,0.0,0.04,263.225,4.62,2020
2020-01-04 19:00:00,9.0,0.0,63.0,0.0,0,0.0,0.0,263.225,4.32,2020
2020-01-04 20:00:00,9.0,0.0,64.0,0.0,0,0.0,0.0,263.225,1.5,2020
2020-01-04 21:00:00,8.3,0.0,66.0,0.0,0,0.0,0.0,263.225,0.63,2020
2020-01-04 22:00:00,8.4,0.0,65.0,0.0,0,0.0,0.0,263.225,0.05,2020
2020-01-04 23:00:00,7.4,0.0,68.0,0.0,1,0.0,0.0,263.225,0.0,2020
2020-01-05 00:00:00,7.1,0.0,69.0,0.0,1,0.0,0.0,263.225,0.0,2020
2020-01-05 01:00:00,6.2,0.0,72.0,0.0,3,0.0,0.0,263.225,0.0,2020
2020-01-05 02:00:00,6.3,0.0,72.0,0.0,0,0.0,0.0,263.225,0.0,2020
2020-01-05 03:00:00,5.5,0.0,73.0,0.0,0,0.0,0.0,263.225,0.0,2020
2020-01-05 04:00:00,5.2,0.0,71.0,0.0,0,0.0,0.0,263.225,0.0,2020
2020-01-05 05:00:00,4.8,0.0,70.0,0.0,0,0.0,0.0,263.225,0.0,2020
2020-01-05 06:00:00,4.6,0.0,67.0,0.0,0,0.0,0.0,263.225,0.0,2020
2020-01-05 07:00:00,4.6,0.0,67.0,0.0,1,0.0,0.0,263.225,0.51,2020
2020-01-05 08:00:00,4.6,0.0,67.0,0.0,4,0.0,0.01,263.225,21.23,2020
2020-01-05 09:00:00,5.9,0.0,63.0,0.0,5,0.8,0.35,263.225,85.96,2020
2020-01-05 10:00:00,10.4,0.0,47.0,0.0,3,1.0,0.97,263.225,131.67,2020
2020-01-05 11:00:00,10.4,0.0,47.0,0.0,3,1.0,1.51,263.225,163.45,2020
2020-01-05 12:00:00,10.3,0.0,50.0,0.0,4,1.0,1.81,263.225,162.51,2020
2020-01-05 13:00:00,10.9,0.0,46.0,0.0,7,0.9,1.94,263.225,136.48,2020
2020-01-05 14:00:00,10.3,0.0,49.0,0.0,9,0.4,1.43,263.225,76.57,2020
2020-01-05 15:00:00,10.5,0.0,52.0,0.0,9,0.0,0.85,263.225,40.64,2020
2020-01-05 16:00:00,11.1,0.0,61.0,0.0,9,0.1,0.66,263.225,13.11,2020
2020-01-05 17:00:00,10.6,0.0,63.0,0.0,8,0.0,0.24,263.225,4.51,2020
2020-01-05 18:00:00,10.3,0.0,66.0,0.0,10,0.0,0.02,263.225,4.31,2020
2020-01-05 19:00:00,10.1,0.0,68.0,0.0,10,0.0,0.0,263.225,4.11,2020
2020-01-05 20:00:00,9.7,0.0,69.0,0.0,9,0.0,0.0,263.225,1.4,2020
2020-01-05 21:00:00,9.8,0.0,67.0,0.0,10,0.0,0.0,263.225,0.63,2020
2020-01-05 22:00:00,10.0,0.0,65.0,0.0,10,0.0,0.0,263.225,0.08,2020
2020-01-05 23:00:00,10.5,0.0,62.0,0.0,10,0.0,0.0,263.225,0.02,2020
2020-01-06 00:00:00,10.9,0.0,57.0,0.0,10,0.0,0.0,263.225,0.0,2020
2020-01-06 01:00:00,10.6,0.0,56.0,0.0,10,0.0,0.0,263.225,0.0,2020
2020-01-06 02:00:00,10.2,0.0,56.0,0.0,9,0.0,0.0,263.225,0.0,2020
2020-01-06 03:00:00,10.8,0.0,53.0,0.0,10,0.0,0.0,263.225,0.0,2020
2020-01-06 04:00:00,11.0,0.0,48.0,0.0,10,0.0,0.0,263.225,0.0,2020
2020-01-06 05:00:00,11.0,0.0,48.0,0.0,10,0.0,0.0,263.225,0.0,2020
2020-01-06 06:00:00,11.6,0.0,44.0,0.0,10,0.0,0.0,263.225,0.0,2020
2020-01-06 07:00:00,11.9,0.0,51.0,0.0,10,0.0,0.0,263.225,0.03,2020
2020-01-06 08:00:00,12.1,0.0,48.0,0.0,10,0.0,0.0,263.225,2.21,2020
2020-01-06 09:00:00,12.6,0.0,49.0,0.0,10,0.0,0.02,263.225,10.47,2020
2020-01-06 10:00:00,13.9,0.0,69.0,0.0,10,0.0,0.13,263.225,22.69,2020
2020-01-06 11:00:00,14.2,0.0,52.0,0.0,10,0.0,0.36,263.225,24.94,2020
2020-01-06 12:00:00,14.2,0.0,56.0,0.0,10,0.0,0.28,263.225,21.05,2020
2020-01-06 13:00:00,15.2,0.0,56.0,0.0,10,0.0,0.29,263.225,15.18,2020
2020-01-06 14:00:00,15.0,0.0,62.0,0.0,10,0.0,0.15,263.225,6.5,2020
2020-01-06 15:00:00,15.4,0.0,64.0,0.0,10,0.0,0.05,263.225,1.8,2020
2020-01-06 16:00:00,15.5,0.0,67.0,0.0,10,0.0,0.0,263.225,0.64,2020
2020-01-06 17:00:00,14.2,0.0,90.0,0.0,10,0.0,0.02,263.225,0.97,2020
2020-01-06 18:00:00,14.4,0.2,86.0,0.0,10,0.0,0.0,263.225,0.08,2020
2020-01-06 19:00:00,14.9,0.0,83.0,0.0,10,0.0,0.0,263.225,0.95,2020
2020-01-06 20:00:00,18.3,0.0,71.0,0.0,10,0.0,0.0,263.225,0.25,2020
2020-01-06 21:00:00,18.7,0.0,70.0,0.0,10,0.0,0.0,263.225,0.02,2020
2020-01-06 22:00:00,18.6,0.0,73.0,0.0,10,0.0,0.0,263.225,0.0,2020
2020-01-06 23:00:00,18.5,0.0,76.0,0.0,10,0.0,0.0,263.225,0.01,2020
2020-01-07 00:00:00,18.5,0.1,78.0,0.0,10,0.0,0.0,263.225,0.0,2020
2020-01-07 01:00:00,18.9,0.0,74.0,0.0,10,0.0,0.0,263.225,0.0,2020
2020-01-07 02:00:00,19.2,0.0,71.0,0.0,10,0.0,0.0,263.225,0.0,2020
2020-01-07 03:00:00,19.4,0.0,68.0,0.0,10,0.0,0.0,263.225,0.0,2020
2020-01-07 04:00:00,19.4,0.0,70.0,0.0,10,0.0,0.0,263.225,0.0,2020
2020-01-07 05:00:00,19.2,0.0,74.0,0.0,10,0.0,0.0,263.225,0.0,2020
2020-01-07 06:00:00,19.5,0.0,72.0,0.0,10,0.0,0.0,263.225,0.0,2020
2020-01-07 07:00:00,19.6,0.0,71.0,0.0,10,0.0,0.0,263.225,0.08,2020
2020-01-07 08:00:00,19.9,0.0,68.0,0.0,7,0.0,0.0,263.225,3.01,2020
2020-01-07 09:00:00,20.5,0.0,67.0,0.0,7,0.0,0.14,263.225,9.06,2020
2020-01-07 10:00:00,20.3,0.0,71.0,0.0,9,0.0,0.25,263.225,16.95,2020
2020-01-07 11:00:00,21.1,0.0,65.0,0.0,9,0.0,0.49,263.225,23.78,2020
2020-01-07 12:00:00,21.7,0.0,61.0,0.0,9,0.0,0.76,263.225,24.11,2020
2020-01-07 13:00:00,22.1,0.0,60.0,0.0,9,0.1,0.99,263.225,35.4,2020
2020-01-07 14:00:00,23.1,0.0,56.0,0.0,6,0.9,2.5,263.225,34.57,2020
2020-01-07 15:00:00,23.0,0.0,54.0,0.0,6,1.0,1.93,263.225,18.04,2020
2020-01-07 16:00:00,21.5,0.0,64.0,0.0,9,0.5,1.01,263.225,7.02,2020
2020-01-07 17:00:00,20.9,0.0,69.0,0.0,4,0.1,0.27,263.225,1.78,2020
2020-01-07 18:00:00,21.1,0.0,69.0,0.0,10,0.0,0.03,263.225,0.1,2020
2020-01-07 19:00:00,19.8,0.0,83.0,0.0,10,0.0,0.0,263.225,0.79,2020
2020-01-07 20:00:00,15.6,0.0,92.0,0.0,10,0.0,0.0,263.225,0.14,2020
2020-01-07 21:00:00,15.9,11.9,86.0,0.0,10,0.0,0.0,263.225,0.04,2020
2020-01-07 22:00:00,14.3,0.0,83.0,0.0,9,0.0,0.0,263.225,0.01,2020
2020-01-07 23:00:00,13.7,0.0,80.0,0.0,10,0.0,0.0,263.225,0.01,2020
2020-01-08 00:00:00,12.8,0.5,81.0,0.0,9,0.0,0.0,263.225,0.0,2020
2020-01-08 01:00:00,12.2,0.0,76.0,0.0,9,0.0,0.0,263.225,0.0,2020
2020-01-08 02:00:00,11.2,0.0,78.0,0.0,9,0.0,0.0,263.225,0.0,2020
2020-01-08 03:00:00,10.3,0.8,83.0,0.0,9,0.0,0.0,263.225,0.0,2020
2020-01-08 04:00:00,10.0,0.0,81.0,0.0,9,0.0,0.0,263.225,0.0,2020
2020-01-08 05:00:00,9.2,0.0,80.0,0.0,9,0.0,0.0,263.225,0.0,2020
2020-01-08 06:00:00,8.8,0.6,82.0,0.0,9,0.0,0.0,263.225,0.0,2020
2020-01-08 07:00:00,9.1,0.0,75.0,0.0,9,0.0,0.0,263.225,0.03,2020
2020-01-08 08:00:00,9.2,0.0,73.0,0.0,10,0.0,0.0,263.225,1.52,2020
2020-01-08 09:00:00,8.9,0.0,68.0,0.0,9,0.0,0.04,263.225,14.94,2020
2020-01-08 10:00:00,8.2,0.0,66.0,0.0,9,0.0,0.21,263.225,58.65,2020
2020-01-08 11:00:00,8.1,0.0,64.0,0.0,8,0.1,0.45,263.225,69.99,2020
2020-01-08 12:00:00,7.8,0.0,64.0,0.0,9,0.0,0.4,263.225,66.26,2020
2020-01-08 13:00:00,7.6,0.0,66.0,0.0,9,0.0,0.26,263.225,59.81,2020
2020-01-08 14:00:00,7.7,0.0,65.0,0.0,9,0.0,0.35,263.225,46.73,2020
2020-01-08 15:00:00,7.4,0.0,64.0,0.0,9,0.0,0.17,263.225,28.25,2020
2020-01-08 16:00:00,7.3,0.0,63.0,0.0,9,0.0,0.12,263.225,13.08,2020
2020-01-08 17:00:00,7.5,0.0,63.0,0.0,9,0.0,0.03,263.225,3.16,2020
2020-01-08 18:00:00,7.3,0.0,59.0,0.0,9,0.0,0.0,263.225,0.15,2020
2020-01-08 19:00:00,7.5,0.0,66.0,0.0,9,0.0,0.0,263.225,0.79,2020
2020-01-08 20:00:00,7.2,0.0,64.0,0.0,9,0.0,0.0,263.225,0.1,2020
2020-01-08 21:00:00,7.5,0.0,67.0,0.0,9,0.0,0.0,263.225,0.01,2020
2020-01-08 22:00:00,7.2,0.0,64.0,0.0,9,0.0,0.0,263.225,0.01,2020
2020-01-08 23:00:00,6.9,0.0,64.0,0.0,10,0.0,0.0,263.225,0.01,2020
2020-01-09 00:00:00,7.0,0.0,64.0,0.0,9,0.0,0.0,263.225,0.0,2020
2020-01-09 01:00:00,7.2,0.0,69.0,0.0,9,0.0,0.0,263.225,0.0,2020
2020-01-09 02:00:00,7.1,0.0,65.0,0.0,10,0.0,0.0,263.225,0.0,2020
2020-01-09 03:00:00,7.0,0.0,66.0,0.0,9,0.0,0.0,263.225,0.0,2020
2020-01-09 04:00:00,7.2,0.0,67.0,0.0,9,0.0,0.0,263.225,0.0,2020
2020-01-09 05:00:00,7.1,0.0,67.0,0.0,10,0.0,0.0,263.225,0.0,2020
2020-01-09 06:00:00,7.1,0.0,66.0,0.0,10,0.0,0.0,263.225,0.0,2020
2020-01-09 07:00:00,7.1,0.0,66.0,0.0,10,0.0,0.0,263.225,0.15,2020
2020-01-09 08:00:00,7.0,0.0,66.0,0.0,10,0.0,0.0,263.225,8.21,2020
2020-01-09 09:00:00,7.2,0.0,65.0,0.0,10,0.0,0.07,263.225,18.16,2020
2020-01-09 10:00:00,7.5,0.0,67.0,0.0,9,0.0,0.23,263.225,34.59,2020
2020-01-09 11:00:00,7.6,0.0,64.0,0.0,10,0.0,0.58,263.225,41.21,2020
2020-01-09 12:00:00,7.8,0.0,63.0,0.0,10,0.0,0.67,263.225,35.83,2020
2020-01-09 13:00:00,7.9,0.0,63.0,0.0,10,0.0,0.56,263.225,34.74,2020
2020-01-09 14:00:00,7.7,0.0,62.0,0.0,10,0.0,0.62,263.225,26.08,2020
2020-01-09 15:00:00,8.0,0.0,64.0,0.0,10,0.0,0.47,263.225,20.03,2020
2020-01-09 16:00:00,7.9,0.0,65.0,0.0,10,0.0,0.34,263.225,12.27,2020
2020-01-09 17:00:00,7.8,0.0,67.0,0.0,10,0.0,0.19,263.225,3.72,2020
2020-01-09 18:00:00,7.4,0.0,66.0,0.0,10,0.0,0.02,263.225,0.13,2020
2020-01-09 19:00:00,7.4,0.0,66.0,0.0,10,0.0,0.0,263.225,0.99,2020
2020-01-09 20:00:00,7.3,0.0,66.0,0.0,9,0.0,0.0,263.225,0.15,2020
2020-01-09 21:00:00,7.3,0.0,66.0,0.0,8,0.0,0.0,263.225,0.03,2020
2020-01-09 22:00:00,7.1,0.0,67.0,0.0,8,0.0,0.0,263.225,0.0,2020
2020-01-09 23:00:00,6.9,0.0,67.0,0.0,9,0.0,0.0,263.225,0.0,2020
2020-01-10 00:00:00,6.7,0.0,68.0,0.0,8,0.0,0.0,263.225,0.0,2020
2020-01-10 01:00:00,6.6,0.0,69.0,0.0,3,0.0,0.0,263.225,0.0,2020
2020-01-10 02:00:00,6.7,0.0,68.0,0.0,7,0.0,0.0,263.225,0.0,2020
2020-01-10 03:00:00,6.4,0.0,66.0,0.0,7,0.0,0.0,263.225,0.0,2020
2020-01-10 04:00:00,6.3,0.0,68.0,0.0,6,0.0,0.0,263.225,0.0,2020
2020-01-10 05:00:00,5.7,0.0,70.0,0.0,6,0.0,0.0,263.225,0.0,2020
2020-01-10 06:00:00,5.5,0.0,73.0,0.0,5,0.0,0.0,263.225,0.0,2020
2020-01-10 07:00:00,4.9,0.0,75.0,0.0,1,0.0,0.0,263.225,0.56,2020
2020-01-10 08:00:00,4.3,0.0,76.0,0.0,1,0.0,0.01,263.225,21.71,2020
2020-01-10 09:00:00,5.6,0.0,72.0,0.0,1,0.8,0.35,263.225,85.3,2020
2020-01-10 10:00:00,8.6,0.0,61.0,0.0,2,1.0,0.98,263.225,143.15,2020
2020-01-10 11:00:00,9.2,0.0,57.0,0.0,0,1.0,1.45,263.225,172.64,2020
2020-01-10 12:00:00,9.3,0.0,55.0,0.0,0,1.0,1.9,263.225,171.13,2020
2020-01-10 13:00:00,10.2,0.0,49.0,0.0,1,1.0,2.1,263.225,167.43,2020
2020-01-10 14:00:00,10.1,0.0,55.0,0.0,1,1.0,2.01,263.225,142.32,2020
2020-01-10 15:00:00,10.1,0.0,50.0,0.0,3,0.8,1.32,263.225,95.42,2020
2020-01-10 16:00:00,10.5,0.0,50.0,0.0,3,1.0,0.99,263.225,21.81,2020
2020-01-10 17:00:00,9.9,0.0,56.0,0.0,9,0.2,0.3,263.225,5.64,2020
2020-01-10 18:00:00,9.6,0.0,60.0,0.0,8,0.0,0.03,263.225,4.12,2020
2020-01-10 19:00:00,9.1,0.0,69.0,0.0,10,0.0,0.0,263.225,4.53,2020
2020-01-10 20:00:00,9.1,0.0,58.0,0.0,8,0.0,0.0,263.225,1.84,2020
2020-01-10 21:00:00,8.7,0.0,63.0,0.0,10,0.0,0.0,263.225,0.68,2020
2020-01-10 22:00:00,8.6,0.0,62.0,0.0,10,0.0,0.0,263.225,0.05,2020
2020-01-10 23:00:00,8.7,0.0,60.0,0.0,9,0.0,0.0,263.225,0.0,2020
2020-01-11 00:00:00,8.5,0.0,65.0,0.0,10,0.0,0.0,263.225,0.0,2020
2020-01-11 01:00:00,8.5,0.0,63.0,0.0,9,0.0,0.0,263.225,0.0,2020
2020-01-11 02:00:00,8.7,0.0,60.0,0.0,9,0.0,0.0,263.225,0.0,2020
2020-01-11 03:00:00,8.1,0.0,60.0,0.0,10,0.0,0.0,263.225,0.0,2020
2020-01-11 04:00:00,7.9,0.0,62.0,0.0,10,0.0,0.0,263.225,0.0,2020
2020-01-11 05:00:00,7.8,0.0,58.0,0.0,10,0.0,0.0,263.225,0.0,2020
2020-01-11 06:00:00,7.6,0.0,56.0,0.0,10,0.0,0.0,263.225,0.0,2020
2020-01-11 07:00:00,7.2,0.0,57.0,0.0,7,0.0,0.0,263.225,0.26,2020
2020-01-11 08:00:00,7.0,0.0,57.0,0.0,2,0.0,0.0,263.225,7.93,2020
2020-01-11 09:00:00,7.3,0.0,59.0,0.0,3,0.0,0.14,263.225,36.45,2020
2020-01-11 10:00:00,7.8,0.0,57.0,0.0,6,0.3,0.53,263.225,76.85,2020
2020-01-11 11:00:00,8.0,0.0,59.0,0.0,6,0.1,0.74,263.225,49.34,2020
2020-01-11 12:00:00,8.4,0.0,57.0,0.0,10,0.0,0.69,263.225,36.24,2020
2020-01-11 13:00:00,8.8,0.0,55.0,0.0,10,0.0,0.93,263.225,35.43,2020
2020-01-11 14:00:00,8.8,0.0,57.0,0.0,10,0.0,0.83,263.225,29.05,2020
2020-01-11 15:00:00,8.7,0.0,58.0,0.0,10,0.0,0.53,263.225,23.76,2020
2020-01-11 16:00:00,8.6,0.0,61.0,0.0,10,0.0,0.27,263.225,11.98,2020
2020-01-11 17:00:00,8.6,0.0,59.0,0.0,10,0.0,0.11,263.225,4.3,2020
2020-01-11 18:00:00,8.4,0.0,61.0,0.0,10,0.0,0.01,263.225,0.55,2020
2020-01-11 19:00:00,8.4,0.0,61.0,0.0,10,0.0,0.0,263.225,1.24,2020
2020-01-11 20:00:00,8.3,0.0,60.0,0.0,10,0.0,0.0,263.225,0.76,2020
2020-01-11 21:00:00,8.2,0.0,63.0,0.0,10,0.0,0.0,263.225,0.1,2020
2020-01-11 22:00:00,8.2,0.0,63.0,0.0,10,0.0,0.0,263.225,0.0,2020
2020-01-11 23:00:00,7.9,0.0,65.0,0.0,10,0.0,0.0,263.225,0.0,2020
2020-01-12 00:00:00,7.5,0.0,69.0,0.0,10,0.0,0.0,263.225,0.0,2020
2020-01-12 01:00:00,7.4,0.0,69.0,0.0,10,0.0,0.0,263.225,0.0,2020
2020-01-12 02:00:00,7.2,0.0,67.0,0.0,10,0.0,0.0,263.225,0.0,2020
2020-01-12 03:00:00,7.0,0.0,67.0,0.0,10,0.0,0.0,263.225,0.0,2020
2020-01-12 04:00:00,7.1,0.0,66.0,0.0,10,0.0,0.0,263.225,0.0,2020
2020-01-12 05:00:00,7.2,0.0,65.0,0.0,9,0.0,0.0,263.225,0.0,2020
2020-01-12 06:00:00,7.5,0.0,67.0,0.0,9,0.0,0.0,263.225,0.0,2020
2020-01-12 07:00:00,7.4,0.0,61.0,0.0,9,0.0,0.0,263.225,0.06,2020
2020-01-12 08:00:00,7.8,0.0,61.0,0.0,7,0.0,0.0,263.225,7.72,2020
2020-01-12 09:00:00,7.7,0.0,61.0,0.0,8,0.0,0.1,263.225,28.1,2020
2020-01-12 10:00:00,7.6,0.0,57.0,0.0,9,0.0,0.23,263.225,51.65,2020
2020-01-12 11:00:00,7.7,0.0,58.0,0.0,9,0.0,0.24,263.225,51.58,2020
2020-01-12 12:00:00,7.6,0.0,56.0,0.0,7,0.0,0.43,263.225,69.52,2020
